blockfacename,paidparkingarea,avg_occupancy,peak_hour_occupancy,spaces,hours_over_target,hours_under_target,hours_on_target,mean_adjustment,max_adjustment,min_adjustment,peak_hour,primary_action,paidparkingsubarea,lat,lon,time_limit,n_meters
MARION ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,0.063,0.146,6.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.60743217,-122.32723738,120.0,1
MARION ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.075,0.111,17.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.607936095,-122.32613247,120.0,2
MARION ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.182,0.309,10.0,0,12,0,-1.979,-1.75,-2.0,9,decrease,,47.60839507,-122.325042845,120.0,2
MINOR AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,0.238,0.321,5.0,0,12,0,-1.979,-1.75,-2.0,9,decrease,,47.60734463,-122.32168833,120.0,1
MINOR AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.106,0.177,8.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.610181765,-122.32436848,120.0,2
MINOR AVE BETWEEN MARION ST AND MADISON ST,First Hill,0.222,0.328,9.0,0,12,0,-1.958,-1.75,-2.0,10,decrease,,47.60945302499999,-122.323692705,120.0,2
MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,First Hill,0.074,0.123,12.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.61160444,-122.32566749,120.0,2
MINOR AVE BETWEEN SPRING ST AND SENECA ST,First Hill,0.053,0.087,15.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.610876855,-122.32499841,120.0,2
MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,First Hill,0.061,0.078,15.0,0,12,0,-2.0,-2.0,-2.0,13,decrease,,47.612439345,-122.326451085,120.0,2
SENECA ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,0.219,0.327,11.0,0,12,0,-1.958,-1.75,-2.0,19,decrease,,47.609613205,-122.32920691,120.0,2
SENECA ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.233,0.303,8.0,0,12,0,-1.979,-1.75,-2.0,10,decrease,,47.610082345,-122.328096855,120.0,2
SENECA ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,0.191,0.252,7.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.611020785,-122.325860715,120.0,2
SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,First Hill,0.152,0.25,7.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.6124063,-122.322520275,120.0,2
SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,First Hill,0.099,0.143,11.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.611460025,-122.324760495,120.0,2
SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,First Hill,0.115,0.159,14.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.61193109,-122.32365729,120.0,2
SENECA ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.147,0.205,15.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.61052338499999,-122.327019275,120.0,2
SPRING ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,0.221,0.308,11.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,,47.60843487,-122.329661275,120.0,2
SPRING ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,0.141,0.229,8.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.60883822,-122.3285232,120.0,1
SPRING ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,0.062,0.125,11.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.61029746,-122.325196595,120.0,2
SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,First Hill,0.093,0.213,9.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.611678685,-122.32190138,120.0,2
SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,First Hill,0.057,0.09,14.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.61074904,-122.32412071,120.0,2
SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,First Hill,0.159,0.287,14.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.611216945,-122.322994035,120.0,2
SPRING ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.097,0.141,11.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.60980988,-122.326370035,120.0,2
SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.107,0.156,16.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.610648,-122.323259295,120.0,2
SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,First Hill,0.054,0.092,18.0,0,12,0,-2.0,-2.0,-2.0,15,decrease,,47.61206628,-122.324563595,120.0,2
SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,First Hill,0.125,0.166,12.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,,47.611341,-122.32390028,120.0,2
SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,First Hill,0.3,0.419,5.0,0,12,0,-1.792,-1.25,-2.0,15,decrease,,47.61267365,-122.32520538,120.0,1
TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,First Hill,0.048,0.118,5.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.60449698,-122.32270131,120.0,1
TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.037,0.081,15.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.60481883999999,-122.32177683,120.0,2
TERRY AVE BETWEEN ALDER ST AND TERRACE ST,First Hill,0.04,0.055,16.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60423875,-122.32201555,120.0,2
TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,0.24,0.327,7.0,0,12,0,-1.917,-1.75,-2.0,11,decrease,,47.60711941,-122.32455178,120.0,1
TERRY AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,0.06,0.104,10.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60636065,-122.32404909,120.0,1
TERRY AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.17,0.301,3.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,,47.60920979,-122.32669044,120.0,1
TERRY AVE BETWEEN MARION ST AND MADISON ST,First Hill,0.213,0.308,5.0,0,12,0,-1.958,-1.75,-2.0,9,decrease,,47.60852007,-122.32591512,120.0,2
TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,First Hill,0.076,0.102,13.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.604950115,-122.322665395,120.0,2
TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,First Hill,0.185,0.243,10.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.61148793,-122.32872707,120.0,1
UNION ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,0.039,0.086,7.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,,47.61268211,-122.327372,120.0,1
UNION ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.087,0.157,8.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.61219682,-122.32852377,120.0,1
UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.217,0.273,10.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.61077593,-122.328777645,120.0,2
UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,0.064,0.105,10.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.61172991,-122.3265162,120.0,2
UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,First Hill,0.113,0.164,18.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.612180575,-122.325431195,120.0,2
UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,First Hill,0.04,0.067,19.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.612637015,-122.32430922,120.0,2
UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.067,0.082,13.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.611245875,-122.327653965,120.0,2
YESLER WAY BETWEEN 8TH AVE AND BROADWAY,First Hill,0.155,0.221,3.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.60164437,-122.32160244,120.0,1
EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,Fremont,0.285,0.402,15.0,0,12,0,-1.729,-1.25,-2.0,14,decrease,,47.650279955,-122.35129688,120.0,2
EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,Fremont,0.472,0.651,5.0,0,12,0,-0.917,-0.25,-2.0,19,decrease,,47.651032015,-122.351305035,120.0,2
FREMONT AVE N BETWEEN FREMONT PL N AND N 36TH ST,Fremont,0.257,0.483,6.0,0,12,0,-1.792,-1.0,-2.0,19,decrease,,47.650938735,-122.34989404,120.0,2
FREMONT PL N BETWEEN FREMONT AVE N AND N 36TH ST,Fremont,0.349,0.505,5.0,0,12,0,-1.5,-0.75,-2.0,19,decrease,,47.65102833,-122.35055557,120.0,1
N 35TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,Fremont,0.289,0.465,20.0,0,12,0,-1.667,-1.0,-2.0,12,decrease,,47.650662275,-122.350791675,120.0,2
N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,Fremont,0.456,0.673,10.0,0,12,0,-1.062,-0.25,-2.0,19,decrease,,47.65135825,-122.35054548,120.0,1
1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,Green Lake,0.272,0.466,10.0,0,12,0,-1.771,-1.0,-2.0,19,decrease,,47.677910325,-122.328313365,120.0,2
2ND AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,Green Lake,0.337,0.423,11.0,0,12,0,-1.604,-1.25,-2.0,11,decrease,,47.677966305,-122.327368775,120.0,2
4TH AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,Green Lake,0.39,0.51,11.0,0,12,0,-1.375,-0.75,-2.0,12,decrease,,47.678204615,-122.32651025,120.0,2
EAST GREEN LAKE DR N BETWEEN NE 72ND ST AND NE MAPLE LEAF PL,Green Lake,0.683,0.823,3.0,0,6,6,-0.271,0.0,-2.0,19,decrease,,47.68054512,-122.32586409,120.0,1
EAST GREEN LAKE WAY N BETWEEN 1ST AVE NE AND 2ND AVE NE,Green Lake,0.512,0.777,3.0,0,11,1,-0.833,0.0,-2.0,18,decrease,,47.67823695,-122.32790625,120.0,1
EAST GREEN LAKE WAY N BETWEEN 2ND AVE NE AND 4TH AVE NE,Green Lake,0.458,0.632,3.0,0,12,0,-1.062,-0.25,-2.0,19,decrease,,47.67837391,-122.3271234,120.0,1
EAST GREEN LAKE WAY N BETWEEN 4TH AVE NE AND NE RAVENNA SR BV,Green Lake,0.479,0.574,5.0,0,12,0,-0.958,-0.5,-2.0,18,decrease,,47.67867099,-122.32641739,120.0,1
EAST GREEN LAKE WAY N BETWEEN SUNNYSIDE AVE N AND 1ST AVE NE,Green Lake,0.449,0.705,3.0,0,11,1,-1.042,0.0,-2.0,18,decrease,,47.67826927,-122.32884207,120.0,1
NE 70TH ST BETWEEN NE RAVENNA WB BV AND OSWEGO PL NE,Green Lake,0.528,0.67,6.0,0,12,0,-0.729,-0.25,-2.0,19,decrease,,47.67912716,-122.324194125,120.0,2
NE 71ST ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,Green Lake,0.445,0.599,9.0,0,12,0,-1.104,-0.5,-2.0,19,decrease,,47.679812465,-122.325061415,120.0,2
NE 71ST ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,Green Lake,0.506,0.623,16.0,0,12,0,-0.854,-0.25,-2.0,19,decrease,,47.679969175,-122.323695725,120.0,2
NE 72ND ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,Green Lake,0.603,0.702,13.0,0,11,1,-0.417,0.0,-1.75,18,decrease,,47.680403635,-122.325249645,120.0,2
NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,Green Lake,0.575,0.802,16.0,0,10,2,-0.562,0.0,-2.0,19,decrease,,47.68069362,-122.323756695,120.0,2
NE MAPLE LEAF PL BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,Green Lake,0.628,0.794,5.0,0,8,4,-0.417,0.0,-2.0,10,decrease,,47.68090582,-122.32559295,120.0,1
NE RAVENNA SR BV BETWEEN EAST GREEN LAKE WAY N AND WOODLAWN AVE NE,Green Lake,0.291,0.412,7.0,0,12,0,-1.729,-1.25,-2.0,18,decrease,,47.67897032,-122.32559922,120.0,1
NE RAVENNA WB BV BETWEEN NE 71ST ST AND WOODLAWN AVE NE,Green Lake,0.515,0.69,4.0,0,12,0,-0.792,-0.25,-2.0,19,decrease,,47.67939115,-122.32509186,120.0,1
WOODLAWN AVE NE BETWEEN 2ND S AVE NE AND 4TH S AVE NE,Green Lake,0.582,0.729,2.0,0,9,3,-0.479,0.0,-2.0,13,decrease,,47.6777611,-122.32672656,120.0,1
WOODLAWN AVE NE BETWEEN 5TH AVE NE AND NE RAVENNA EB BV,Green Lake,0.519,0.652,2.0,0,12,0,-0.792,-0.25,-1.5,11,decrease,,47.6785868,-122.32522233,120.0,1
WOODLAWN AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,Green Lake,0.532,0.672,6.0,0,12,0,-0.708,-0.25,-2.0,11,decrease,,47.68015976,-122.32468599,120.0,1
WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,Green Lake,0.444,0.609,13.0,0,12,0,-1.104,-0.25,-2.0,19,decrease,,47.680846470000006,-122.324917735,120.0,2
WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,Green Lake,0.511,0.722,11.0,0,11,1,-0.812,0.0,-2.0,19,decrease,,47.679437155,-122.324633315,120.0,2
10TH AVE BETWEEN E MADISON ST AND E SENECA ST,Pike-Pine,0.249,0.394,9.0,0,14,0,-1.911,-1.5,-2.0,19,decrease,,47.611985525,-122.319351095,120.0,2
10TH AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.586,0.787,22.0,0,9,5,-0.589,0.0,-2.0,11,decrease,,47.614681595,-122.31945234,120.0,2
10TH AVE BETWEEN E SENECA ST AND E UNION ST,Pike-Pine,0.251,0.383,14.0,0,14,0,-1.875,-1.5,-2.0,20,decrease,,47.61255333,-122.31939925,240.0,2
10TH AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,0.327,0.451,12.0,0,14,0,-1.643,-1.0,-2.0,20,decrease,,47.61350782,-122.31943865,120.0,2
11TH AVE BETWEEN E MADISON ST AND E UNION ST,Pike-Pine,0.387,0.542,10.0,0,14,0,-1.357,-0.75,-2.0,19,decrease,,47.612599135,-122.31810674,120.0,2
11TH AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.406,0.491,20.0,0,14,0,-1.339,-1.0,-2.0,12,decrease,,47.614688715,-122.31815853,120.0,2
11TH AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,0.448,0.775,5.0,0,13,1,-1.161,0.0,-2.0,19,decrease,,47.61351289,-122.31812558,120.0,2
12TH AVE BETWEEN E MADISON ST AND E PIKE ST,Pike-Pine,0.289,0.377,16.0,0,14,0,-1.839,-1.5,-2.0,19,decrease,,47.61351303,-122.316853015,120.0,2
12TH AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.221,0.285,14.0,0,14,0,-2.0,-2.0,-2.0,19,decrease,,47.61469001,-122.31684511,120.0,2
13TH AVE BETWEEN E MADISON ST AND E PIKE ST,Pike-Pine,0.296,0.476,4.0,0,14,0,-1.732,-1.0,-2.0,20,decrease,,47.61373142,-122.31562933,120.0,1
13TH AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.278,0.44,9.0,0,14,0,-1.821,-1.25,-2.0,19,decrease,,47.6147267,-122.31559256,120.0,1
14TH AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.229,0.426,17.0,0,14,0,-1.857,-1.25,-2.0,19,decrease,,47.6146972,-122.314245285,120.0,2
14TH AVE BETWEEN E UNION ST AND E MADISON ST,Pike-Pine,0.157,0.362,7.0,0,14,0,-1.946,-1.5,-2.0,19,decrease,,47.613399365,-122.314219915,120.0,2
15TH AVE BETWEEN E MADISON ST AND E PINE ST,Pike-Pine,0.223,0.485,20.0,0,14,0,-1.839,-1.0,-2.0,19,decrease,,47.61491973,-122.31278084,120.0,2
BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.21,0.263,19.0,0,14,0,-2.0,-2.0,-2.0,20,decrease,,47.61467,-122.324465445,120.0,2
BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,0.347,0.449,7.0,0,14,0,-1.536,-1.25,-2.0,12,decrease,,47.61353905,-122.32450368,120.0,1
BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.117,0.228,7.0,0,14,0,-2.0,-2.0,-2.0,19,decrease,,47.6146611,-122.3234816,120.0,1
BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,0.098,0.174,9.0,0,14,0,-2.0,-2.0,-2.0,19,decrease,,47.61352495,-122.32346094,120.0,1
BROADWAY BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.122,0.199,8.0,0,14,0,-2.0,-2.0,-2.0,13,decrease,,47.61467932,-122.32089936,120.0,1
BROADWAY CT BETWEEN E MADISON ST AND E SENECA ST,Pike-Pine,0.271,0.582,6.0,0,14,0,-1.679,-0.5,-2.0,19,decrease,,47.61188096,-122.31980299,240.0,1
BROADWAY CT BETWEEN E SENECA ST AND E UNION ST,Pike-Pine,0.331,0.528,5.0,0,14,0,-1.643,-0.75,-2.0,18,decrease,,47.61255277,-122.31980685,240.0,1
E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,Pike-Pine,0.252,0.485,10.0,0,14,0,-1.804,-1.0,-2.0,19,decrease,,47.61191344,-122.31878899,240.0,1
E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,Pike-Pine,0.338,0.564,2.0,0,14,0,-1.571,-0.5,-2.0,12,decrease,,47.61159553,-122.3195596,240.0,1
E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,Pike-Pine,0.304,0.428,10.0,0,14,0,-1.75,-1.25,-2.0,13,decrease,,47.614089785,-122.31879589,120.0,2
E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,Pike-Pine,0.19,0.335,12.0,0,14,0,-1.964,-1.75,-2.0,19,decrease,,47.61409631,-122.317495425,120.0,2
E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,Pike-Pine,0.223,0.355,21.0,0,14,0,-1.929,-1.5,-2.0,19,decrease,,47.614108595000005,-122.316146555,120.0,2
E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,Pike-Pine,0.246,0.515,15.0,0,14,0,-1.821,-0.75,-2.0,19,decrease,,47.61411746,-122.31488714,120.0,2
E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,Pike-Pine,0.417,0.666,5.0,0,14,0,-1.196,-0.25,-2.0,13,decrease,,47.61403153,-122.32394016,120.0,1
E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Pike-Pine,0.325,0.447,6.0,0,14,0,-1.714,-1.25,-2.0,19,decrease,,47.61399996,-122.32276436,120.0,1
E PIKE ST BETWEEN BROADWAY AND 10TH AVE,Pike-Pine,0.283,0.405,13.0,0,14,0,-1.786,-1.25,-2.0,20,decrease,,47.61408216,-122.32006106,120.0,2
E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,Pike-Pine,0.335,0.527,4.0,0,14,0,-1.625,-0.75,-2.0,19,decrease,,47.61400239,-122.3214466,120.0,1
E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,Pike-Pine,0.396,0.607,3.0,0,14,0,-1.268,-0.25,-2.0,14,decrease,,47.6140229,-122.32499531,120.0,1
E PINE ST BETWEEN 11TH AVE AND 12TH AVE,Pike-Pine,0.438,0.664,14.0,0,14,0,-1.196,-0.25,-2.0,19,decrease,,47.6152783,-122.31751418,120.0,2
E PINE ST BETWEEN 12TH AVE AND 13TH AVE,Pike-Pine,0.566,0.901,7.0,1,11,2,-0.679,0.25,-2.0,19,decrease,,47.615271495,-122.316149885,120.0,2
E PINE ST BETWEEN 13TH AVE AND 14TH AVE,Pike-Pine,0.427,0.699,8.0,0,14,0,-1.179,-0.25,-2.0,20,decrease,,47.615278765,-122.31490157,120.0,2
E PINE ST BETWEEN 14TH AVE AND 15TH AVE,Pike-Pine,0.375,0.676,12.0,0,14,0,-1.357,-0.25,-2.0,19,decrease,,47.61529414,-122.313498315,120.0,2
E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,Pike-Pine,0.438,0.672,4.0,0,14,0,-1.107,-0.25,-2.0,20,decrease,,47.61529836,-122.32647201,120.0,1
E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,Pike-Pine,0.338,0.5,12.0,0,14,0,-1.589,-0.75,-2.0,19,decrease,,47.615236405000005,-122.323926,120.0,2
E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Pike-Pine,0.4,0.515,11.0,0,14,0,-1.304,-0.75,-2.0,19,decrease,,47.61523686,-122.322778685,120.0,2
E PINE ST BETWEEN BROADWAY AND NAGLE PL,Pike-Pine,0.137,0.228,2.0,0,14,0,-2.0,-2.0,-2.0,20,decrease,,47.61533442,-122.32035445,120.0,1
E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,Pike-Pine,0.652,0.811,2.0,0,7,7,-0.357,0.0,-1.75,20,decrease,,47.61514809,-122.32587891,120.0,1
E PINE ST BETWEEN HARVARD AVE AND BROADWAY,Pike-Pine,0.326,0.504,3.0,0,14,0,-1.589,-0.75,-2.0,20,decrease,,47.61532115,-122.32146768,120.0,1
E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,Pike-Pine,0.337,0.44,8.0,0,14,0,-1.571,-1.25,-2.0,18,decrease,,47.61514566,-122.32733505,120.0,1
E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,Pike-Pine,0.307,0.557,11.0,0,14,0,-1.625,-0.5,-2.0,19,decrease,,47.612180935,-122.318921395,120.0,2
E UNION ST BETWEEN 10TH AVE AND 11TH AVE,Pike-Pine,0.343,0.481,10.0,0,14,0,-1.554,-1.0,-2.0,19,decrease,,47.61293709,-122.318790615,120.0,2
E UNION ST BETWEEN 12TH AVE AND 13TH AVE,Pike-Pine,0.109,0.3,3.0,0,14,0,-2.0,-2.0,-2.0,19,decrease,,47.61297261,-122.31611166,120.0,1
E UNION ST BETWEEN BOYLSTON AVE AND HARVARD AVE,Pike-Pine,0.047,0.086,7.0,0,14,0,-2.0,-2.0,-2.0,16,decrease,,47.61304716,-122.32272028,120.0,1
E UNION ST BETWEEN BROADWAY AND BROADWAY CT,Pike-Pine,0.492,0.733,4.0,0,13,1,-0.929,0.0,-2.0,19,decrease,,47.612953295,-122.320254035,120.0,2
E UNION ST BETWEEN CRAWFORD PL AND SUMMIT AVE,Pike-Pine,0.114,0.211,5.0,0,14,0,-2.0,-2.0,-2.0,13,decrease,,47.61293308,-122.32587764,120.0,1
HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.317,0.434,22.0,0,14,0,-1.714,-1.25,-2.0,13,decrease,,47.61467486,-122.322120885,120.0,2
MELROSE AVE BETWEEN PIKE ST AND PINE ST,Pike-Pine,0.22,0.546,10.0,0,14,0,-1.804,-0.75,-2.0,19,decrease,,47.61466342,-122.327901715,120.0,2
MINOR AVE BETWEEN PIKE ST AND PINE ST,Pike-Pine,0.203,0.279,8.0,0,14,0,-2.0,-2.0,-2.0,18,decrease,,47.61459874,-122.32832119,120.0,1
PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,Pike-Pine,0.16,0.317,4.0,0,14,0,-1.964,-1.75,-2.0,20,decrease,,47.6137818,-122.32836673,120.0,1
PIKE ST BETWEEN TERRY AVE AND BOREN AVE,Pike-Pine,0.063,0.107,6.0,0,14,0,-2.0,-2.0,-2.0,18,decrease,,47.61316149,-122.32941032,120.0,1
PINE ST BETWEEN MINOR AVE AND MELROSE AVE,Pike-Pine,0.225,0.32,6.0,0,14,0,-1.964,-1.75,-2.0,19,decrease,,47.61506624,-122.32829152,120.0,2
SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,0.195,0.254,17.0,0,14,0,-2.0,-2.0,-2.0,20,decrease,,47.614675545,-122.325517735,120.0,2
SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,Pike-Pine,0.315,0.496,4.0,0,14,0,-1.696,-1.0,-2.0,19,decrease,,47.61352508,-122.32557881,120.0,1
1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,Pioneer Square,0.322,0.38,11.0,0,10,0,-1.725,-1.5,-2.0,13,decrease,Core,47.602910705,-122.33460311,120.0,2
1ST AVE BETWEEN YESLER WAY AND CHERRY ST,Pioneer Square,0.334,0.375,16.0,0,10,0,-1.675,-1.5,-2.0,12,decrease,Core,47.60215991,-122.334176805,120.0,2
1ST AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,Pioneer Square,0.244,0.421,50.0,0,10,0,-1.9,-1.25,-2.0,17,decrease,Edge,47.594043505,-122.33419835,120.0,2
1ST AVE S BETWEEN S DEARBORN ST AND S CHARLES ST,Pioneer Square,0.171,0.278,13.0,0,10,0,-2.0,-2.0,-2.0,12,decrease,Edge,47.59607622,-122.33418306,120.0,2
1ST AVE S BETWEEN S JACKSON ST AND S KING ST,Pioneer Square,0.706,0.892,14.0,2,3,5,-0.225,0.25,-1.75,12,hold,Edge,47.598737335,-122.334187665,120.0,2
1ST AVE S BETWEEN S KING ST AND S DEARBORN ST,Pioneer Square,0.509,0.632,39.0,0,10,0,-0.75,-0.25,-2.0,12,decrease,Edge,47.597367875,-122.33419173,120.0,2
1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,Pioneer Square,0.483,0.629,17.0,0,10,0,-0.9,-0.25,-2.0,11,decrease,Core,47.59962452,-122.334182435,120.0,2
1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,Pioneer Square,0.414,0.522,17.0,0,10,0,-1.175,-0.75,-2.0,11,decrease,Core,47.60046712,-122.33418322,120.0,2
1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,Pioneer Square,0.43,0.59,18.0,0,10,0,-1.125,-0.5,-2.0,11,decrease,Core,47.60129456,-122.33418009,120.0,2
2ND AV ET S BETWEEN S JACKSON ST AND S MAIN ST,Pioneer Square,0.286,0.46,5.0,0,10,0,-1.7,-1.0,-2.0,13,decrease,Edge,47.59960565,-122.32990794,120.0,1
2ND AV ET S BETWEEN S MAIN ST AND S WASHINGTON ST,Pioneer Square,0.278,0.468,9.0,0,10,0,-1.675,-1.0,-2.0,11,decrease,Edge,47.60049119,-122.330870515,120.0,2
2ND AVE BETWEEN JAMES ST AND CHERRY ST,Pioneer Square,0.221,0.5,2.0,0,7,0,-1.786,-0.75,-2.0,15,decrease,Core,47.60269033,-122.332714,120.0,1
2ND AVE BETWEEN YESLER WAY AND JAMES ST,Pioneer Square,0.332,0.584,3.0,0,10,0,-1.5,-0.5,-2.0,12,decrease,Core,47.60201883,-122.33241002,120.0,1
