paidparkingarea,date,avg_occupancy_rate,peak_occupancy_rate,total_spaces,n_blockfaces
Roosevelt,2020-02-05,0.4451547886270108,1.0,559.0,6
South Lake Union,2020-02-05,0.3099274881846525,1.0,10182.131147540984,127
University District,2020-02-05,0.4380309475689693,1.0,4932.0,44
Uptown,2020-02-05,0.5455929379167077,1.0,3838.0,40
Uptown Triangle,2020-02-05,0.5873815857605499,1.0,1040.0,10
Westlake Ave N,2020-02-05,0.45250509572113773,1.0,2453.5,12
12th Avenue,2020-02-06,0.46429699764521193,1.0,468.0,7
Ballard,2020-02-06,0.5666597887810338,1.0,3402.0,28
Belltown,2020-02-06,0.4403175277561999,1.0,11965.0,133
Capitol Hill,2020-02-06,0.4020392153252278,1.0,3306.0,24
Cherry Hill,2020-02-06,0.1644110143836021,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-06,0.3799938568242364,1.0,2658.0,39
Columbia City,2020-02-06,0.5464443638922805,1.0,516.0,6
Commercial Core,2020-02-06,0.3842795858703635,1.0,5355.549180327869,78
Denny Triangle,2020-02-06,0.4328431064810482,1.0,3166.0,54
First Hill,2020-02-06,0.16236909653140327,1.0,5940.0,76
Fremont,2020-02-06,0.5256771647243461,1.0,540.9672131147541,6
Green Lake,2020-02-06,0.5425629578754578,1.0,810.0,13
Pike-Pine,2020-02-06,0.49491807562786794,1.0,5136.0,55
Pioneer Square,2020-02-06,0.423693133727046,1.0,2288.0,38
Roosevelt,2020-02-06,0.4824969603441826,1.0,559.0,6
South Lake Union,2020-02-06,0.29898973153696257,1.0,10264.014251400959,128
University District,2020-02-06,0.5081436891525427,1.0,4932.131147540984,44
Uptown,2020-02-06,0.548417280478462,1.0,3838.0,40
Uptown Triangle,2020-02-06,0.6262217794543242,1.0,1040.0,10
Westlake Ave N,2020-02-06,0.464517598696875,1.0,2453.5,12
12th Avenue,2020-02-07,0.44651048346689104,1.0,468.0,7
Ballard,2020-02-07,0.6184412840325004,1.0,3354.0,28
Belltown,2020-02-07,0.4523709579771798,1.0,11993.147540983606,133
Capitol Hill,2020-02-07,0.473796600662414,1.0,3306.0,24
Cherry Hill,2020-02-07,0.1481207358674464,0.8888888888888888,516.0,4
Chinatown/ID,2020-02-07,0.3988882818153704,1.0,2682.0,39
Columbia City,2020-02-07,0.550888193596527,1.0,516.0,6
Commercial Core,2020-02-07,0.38218096767718557,1.0,5377.549180327869,79
Denny Triangle,2020-02-07,0.41332221799554153,1.0,3198.130059961862,55
First Hill,2020-02-07,0.1655924164988261,1.0,5934.0,76
Fremont,2020-02-07,0.5620304079770991,1.0,540.9672131147541,6
Green Lake,2020-02-07,0.6081422975172975,1.0,810.0,13
Pike-Pine,2020-02-07,0.5479244123066641,1.0,5139.0,55
Pioneer Square,2020-02-07,0.4776575218723175,1.0,2228.0,38
Roosevelt,2020-02-07,0.5350042087542088,1.0,559.0,6
South Lake Union,2020-02-07,0.32979432112102597,1.0,10060.96522138808,125
University District,2020-02-07,0.45476358583299703,1.0,4932.0,44
Uptown,2020-02-07,0.5700685182540006,1.0,3854.0,41
Uptown Triangle,2020-02-07,0.6245116709590495,1.0,1040.0,10
Westlake Ave N,2020-02-07,0.44915106771889085,1.0,2453.5,12
12th Avenue,2020-02-08,0.47952212081413764,1.0,468.0,7
Ballard,2020-02-08,0.7148187720883692,1.0,3354.0,28
Ballard Locks,2020-02-08,0.016805555555555553,0.08333333333333333,120.0,1
Belltown,2020-02-08,0.45596569486808397,1.0,12096.0,134
Capitol Hill,2020-02-08,0.5484749316418288,1.0,3304.0,24
Cherry Hill,2020-02-08,0.12768317310532223,1.0,516.0,4
Chinatown/ID,2020-02-08,0.5719010716372509,1.0,2682.0,39
Columbia City,2020-02-08,0.6243189455863067,1.0,516.0,6
Commercial Core,2020-02-08,0.45519325629377033,1.0,5634.0,77
Denny Triangle,2020-02-08,0.42913938197044993,1.0,3284.0,55
First Hill,2020-02-08,0.16149985823435978,1.0,5730.0,73
Fremont,2020-02-08,0.5759726702128662,1.0,540.0,6
Green Lake,2020-02-08,0.78174912664496,1.0,810.0,13
Pike-Pine,2020-02-08,0.6473710725016186,1.0,5159.0,55
Pioneer Square,2020-02-08,0.41369852010090014,1.0,2430.0,38
Roosevelt,2020-02-08,0.7346331369248036,1.0,558.0,6
South Lake Union,2020-02-08,0.34467630440130514,1.0,10029.85881370092,126
University District,2020-02-08,0.4254961681975326,1.0,4945.0,44
Uptown,2020-02-08,0.6588935137547917,1.0,3894.0,41
Uptown Triangle,2020-02-08,0.6272249443122553,1.0,1058.0,10
12th Avenue,2020-02-10,0.40373104583713826,1.0,468.0,7
Ballard,2020-02-10,0.5122504893974945,1.0,3402.0,28
Belltown,2020-02-10,0.4055849075140506,1.0,12022.54918032787,133
Capitol Hill,2020-02-10,0.3725835087716734,1.0,3306.0,24
Cherry Hill,2020-02-10,0.14648938212534704,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-10,0.3544237812024964,1.0,2682.0,39
Columbia City,2020-02-10,0.4157988584203862,1.0,516.0,6
Commercial Core,2020-02-10,0.3686238994056441,1.0,5303.783556399144,78
Denny Triangle,2020-02-10,0.3937101895787497,1.0,3146.9180327868853,54
First Hill,2020-02-10,0.16002535231251644,1.0,6150.0,78
Fremont,2020-02-10,0.47826157967395716,1.0,541.0,6
Green Lake,2020-02-10,0.6431785671889839,1.0,810.0,13
Pike-Pine,2020-02-10,0.447745919219133,1.0,5139.0,55
Pioneer Square,2020-02-10,0.3993138491314755,1.0,2343.0,39
Roosevelt,2020-02-10,0.4565114104002993,1.0,559.0,6
South Lake Union,2020-02-10,0.28567623256255004,1.0,10131.893284747528,127
University District,2020-02-10,0.45765625379745584,1.0,4932.0,44
Uptown,2020-02-10,0.48582254651667983,1.0,3814.0,40
Uptown Triangle,2020-02-10,0.6191029786520196,1.0,1040.0,10
Westlake Ave N,2020-02-10,0.46778297166852356,1.0,2453.5,12
12th Avenue,2020-02-11,0.5036726720602771,1.0,468.0,7
Ballard,2020-02-11,0.5608686389098076,1.0,3402.0,28
Belltown,2020-02-11,0.4592481349124607,1.0,12019.0,133
Capitol Hill,2020-02-11,0.4298329385669821,1.0,3306.0,24
Cherry Hill,2020-02-11,0.1425566889656802,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-11,0.331923558016182,1.0,2658.0,39
Columbia City,2020-02-11,0.4448285864084476,1.0,516.0,6
Commercial Core,2020-02-11,0.3730097257592672,1.0,5368.901639344263,79
Denny Triangle,2020-02-11,0.43023241198787293,1.0,3239.0,55
First Hill,2020-02-11,0.16481272051273035,1.0,5976.0,76
Fremont,2020-02-11,0.5458560703321732,1.0,540.9672131147541,6
Green Lake,2020-02-11,0.617361132309049,1.0,810.0,13
Pike-Pine,2020-02-11,0.4844080757260253,1.0,5139.0327868852455,55
Pioneer Square,2020-02-11,0.4258034557804649,1.0,2258.0,39
Roosevelt,2020-02-11,0.493870417134306,1.0,559.0,6
South Lake Union,2020-02-11,0.3232142510037513,1.0,10072.079815451163,126
University District,2020-02-11,0.44545495159685816,1.0,4932.081967213115,44
Uptown,2020-02-11,0.48417413270766335,1.0,3844.0,41
Uptown Triangle,2020-02-11,0.5660651071174728,1.0,1040.0,10
Westlake Ave N,2020-02-11,0.4678294393455327,1.0,2453.5,12
12th Avenue,2020-02-12,0.49727643087149387,1.0,468.0,7
Ballard,2020-02-12,0.5960180652551712,1.0,3402.0,28
Belltown,2020-02-12,0.45658750526046443,1.0,11963.88524590164,132
Capitol Hill,2020-02-12,0.45117585271677446,1.0,3306.0,24
Cherry Hill,2020-02-12,0.14715641428908974,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-12,0.3647313964715402,1.0,2658.0,39
Columbia City,2020-02-12,0.4754253719531497,1.0,516.0,6
Commercial Core,2020-02-12,0.36714207223041134,1.0,5426.434426229508,79
Denny Triangle,2020-02-12,0.42445110952269977,1.0,3192.0,55
First Hill,2020-02-12,0.18170933976040474,1.0,6078.0,78
Fremont,2020-02-12,0.5673908464901112,1.0,541.0,6
Green Lake,2020-02-12,0.6311688118979786,1.0,810.0,13
Pike-Pine,2020-02-12,0.49516250399573114,1.0,5139.0,55
Pioneer Square,2020-02-12,0.4455805408481836,1.0,2222.0,38
Roosevelt,2020-02-12,0.550187757201646,1.0,559.0,6
South Lake Union,2020-02-12,0.32714089895839354,1.0,10254.783039566128,128
University District,2020-02-12,0.4694486219070245,1.0,4932.213114754099,44
Uptown,2020-02-12,0.5143702949076003,1.0,3844.0,41
Uptown Triangle,2020-02-12,0.575224276355926,1.0,1040.0,10
Westlake Ave N,2020-02-12,0.48560184590780103,1.0,2453.5,12
12th Avenue,2020-02-13,0.5246451294192891,1.0,468.0,7
Ballard,2020-02-13,0.586158683722453,1.0,3402.0,28
Belltown,2020-02-13,0.46137224793544596,1.0,11967.032786885246,132
Capitol Hill,2020-02-13,0.4213709116058303,1.0,3306.0,24
Cherry Hill,2020-02-13,0.1498070987654321,0.8888888888888888,516.0,4
Chinatown/ID,2020-02-13,0.35072691161455405,1.0,2658.0,39
Columbia City,2020-02-13,0.5128539702324424,1.0,516.0,6
Commercial Core,2020-02-13,0.38879537819421395,1.0,5412.516393442623,79
Denny Triangle,2020-02-13,0.4368322916777244,1.0,3189.8688524590166,55
First Hill,2020-02-13,0.14837955416368676,1.0,5940.0,76
Fremont,2020-02-13,0.5758093448626537,1.0,540.9672131147541,6
Green Lake,2020-02-13,0.6263378866503866,1.0,810.0,13
Pike-Pine,2020-02-13,0.506392623298431,1.0,5136.0,55
Pioneer Square,2020-02-13,0.4422909987104776,1.0,2221.0,38
Roosevelt,2020-02-13,0.4808641975308642,1.0,559.0,6
South Lake Union,2020-02-13,0.32205159034394854,1.0,10308.447480267152,128
University District,2020-02-13,0.46322244850911937,1.0,4932.213114754099,44
Uptown,2020-02-13,0.5273125058892867,1.0,3850.0,40
Uptown Triangle,2020-02-13,0.6269069124916951,1.0,1040.0,10
Westlake Ave N,2020-02-13,0.5087589974053691,1.0,2453.5,12
12th Avenue,2020-02-14,0.5068431432402021,1.0,468.0,7
Ballard,2020-02-14,0.6254693080535506,1.0,3402.0,28
Belltown,2020-02-14,0.49603083537076686,1.0,12032.934426229509,133
Capitol Hill,2020-02-14,0.47663418281292974,1.0,3306.0,24
Cherry Hill,2020-02-14,0.13074937976253767,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-14,0.46087922757317973,1.0,2658.0,39
Columbia City,2020-02-14,0.6008083833604667,1.0,516.0,6
Commercial Core,2020-02-14,0.4213448491064491,1.0,5413.418032786885,79
Denny Triangle,2020-02-14,0.45781556661424955,1.0,3124.0,53
First Hill,2020-02-14,0.15314129551055608,1.0,6018.0,77
Fremont,2020-02-14,0.5709301538376292,1.0,541.0,6
Green Lake,2020-02-14,0.6350002543752543,1.0,810.0,13
Pike-Pine,2020-02-14,0.5612383932024202,1.0,5139.0,55
Pioneer Square,2020-02-14,0.49072203349048105,1.0,2170.0,37
Roosevelt,2020-02-14,0.5742157687991021,1.0,559.0,6
South Lake Union,2020-02-14,0.31596490462850885,1.0,10040.596822566402,126
University District,2020-02-14,0.450711717954802,1.0,4932.081967213115,44
Uptown,2020-02-14,0.5853537910290629,1.0,3838.0,40
Uptown Triangle,2020-02-14,0.6083778818746849,1.0,1040.0,10
Westlake Ave N,2020-02-14,0.4327911530472997,1.0,2453.5,12
12th Avenue,2020-02-15,0.499036568687304,1.0,468.0,7
Ballard,2020-02-15,0.6688822297292665,1.0,3402.0,28
Belltown,2020-02-15,0.4706999598326098,1.0,12072.0,133
Capitol Hill,2020-02-15,0.49919795576734655,1.0,3304.0,24
Cherry Hill,2020-02-15,0.07126463834248922,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-15,0.5815590760955894,1.0,2682.0,39
Columbia City,2020-02-15,0.6401893823768824,1.0,516.0,6
Commercial Core,2020-02-15,0.4896475651764407,1.0,5765.414035782159,79
Denny Triangle,2020-02-15,0.5238911194672893,1.0,3294.0,55
First Hill,2020-02-15,0.16083291419200316,1.0,5838.0,73
Fremont,2020-02-15,0.5932609430556735,1.0,540.0,6
Green Lake,2020-02-15,0.684198548365215,1.0,810.0,13
Pike-Pine,2020-02-15,0.6214949724741802,1.0,5159.0,55
Pioneer Square,2020-02-15,0.4195139493162369,1.0,2400.0,36
Roosevelt,2020-02-15,0.675243406285073,1.0,558.0,6
South Lake Union,2020-02-15,0.3057518666378073,1.0,10040.0,124
University District,2020-02-15,0.38586058157759867,1.0,4861.0,43
Uptown,2020-02-15,0.6212143214881334,1.0,3894.0,41
Uptown Triangle,2020-02-15,0.6074973339533442,1.0,1040.0,10
12th Avenue,2020-02-18,0.39152600142621147,1.0,468.0,7
Ballard,2020-02-18,0.5456670404640087,1.0,3402.0,28
Belltown,2020-02-18,0.4424756504012659,1.0,11922.88524590164,131
Capitol Hill,2020-02-18,0.3886623771547708,1.0,3306.0,24
Cherry Hill,2020-02-18,0.2020653353712564,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-18,0.36965478094657334,1.0,2658.0,39
Columbia City,2020-02-18,0.5002950046352823,1.0,516.0,6
Commercial Core,2020-02-18,0.3893445745927834,1.0,5362.0,78
Denny Triangle,2020-02-18,0.39129346844473467,1.0,3183.9508196721313,55
First Hill,2020-02-18,0.16142463781274816,1.0,5856.0,74
Fremont,2020-02-18,0.45247189300804497,1.0,541.0,6
Green Lake,2020-02-18,0.5858489138176638,1.0,810.0,13
Pike-Pine,2020-02-18,0.48491808080038307,1.0,5136.0,55
Pioneer Square,2020-02-18,0.4273817070800014,1.0,2207.0,38
Roosevelt,2020-02-18,0.4140614478114478,1.0,559.0,6
South Lake Union,2020-02-18,0.28885241110733995,1.0,9967.213114754099,125
University District,2020-02-18,0.4511871239756859,1.0,4932.131147540984,44
Uptown,2020-02-18,0.5273563924467658,1.0,3838.0,40
Uptown Triangle,2020-02-18,0.6509362962201197,1.0,1040.0,10
Westlake Ave N,2020-02-18,0.48469686156488523,1.0,2453.5,12
12th Avenue,2020-02-19,0.4804264504947278,1.0,468.0,7
Ballard,2020-02-19,0.543405426432355,1.0,3354.0,28
Ballard Locks,2020-02-19,0.006805555555555555,0.08333333333333333,120.0,1
Belltown,2020-02-19,0.4797226328528514,1.0,11949.032786885246,132
Capitol Hill,2020-02-19,0.416169250337497,1.0,3306.0,24
Cherry Hill,2020-02-19,0.18727922499852323,1.0,516.0,4
Chinatown/ID,2020-02-19,0.3662150837651508,1.0,2658.0,39
Columbia City,2020-02-19,0.5032417299778411,1.0,516.0,6
Commercial Core,2020-02-19,0.3867637466561333,1.0,5326.0,78
Denny Triangle,2020-02-19,0.40772128313474215,1.0,3123.8852459016393,54
First Hill,2020-02-19,0.16316576199744764,1.0,5970.0,76
Fremont,2020-02-19,0.5044293078698715,1.0,540.9672131147541,6
Green Lake,2020-02-19,0.6106845874033374,1.0,810.0,13
Pike-Pine,2020-02-19,0.4804016657929274,1.0,5017.0,54
Pioneer Square,2020-02-19,0.4184469312308365,1.0,2203.0,38
Roosevelt,2020-02-19,0.47609497755331087,1.0,559.0,6
South Lake Union,2020-02-19,0.2966429598273425,1.0,9862.213114754099,124
University District,2020-02-19,0.4641347516314226,1.0,4932.213114754099,44
Uptown,2020-02-19,0.5030249509373971,1.0,3850.0,41
Uptown Triangle,2020-02-19,0.6614463693264204,1.0,1040.0,10
Westlake Ave N,2020-02-19,0.4647228507033582,1.0,2453.5,12
12th Avenue,2020-02-20,0.4738957634335786,1.0,468.0,7
Ballard,2020-02-20,0.5539705321110672,1.0,3402.0,28
Belltown,2020-02-20,0.4605927381625212,1.0,11879.352459016394,131
Capitol Hill,2020-02-20,0.42100826925222357,1.0,3306.0,24
Cherry Hill,2020-02-20,0.17942085326953747,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-20,0.4197205044514341,1.0,2622.0,38
Columbia City,2020-02-20,0.4725905363926197,1.0,516.0,6
Commercial Core,2020-02-20,0.37979303539866627,1.0,5339.401639344263,78
Denny Triangle,2020-02-20,0.44701426696227886,1.0,3097.9836065573772,53
First Hill,2020-02-20,0.14762831994471945,1.0,5952.0,76
Fremont,2020-02-20,0.47712739851832986,1.0,541.0,6
Green Lake,2020-02-20,0.664286392619726,1.0,810.0,13
Pike-Pine,2020-02-20,0.49480306055716,1.0,5136.0,55
Pioneer Square,2020-02-20,0.41642071981106266,1.0,2247.8125,39
Roosevelt,2020-02-20,0.46699775533108867,1.0,559.0,6
South Lake Union,2020-02-20,0.32054572468738896,1.0,10007.16393442623,125
University District,2020-02-20,0.46666614165326603,1.0,4932.213114754099,44
Uptown,2020-02-20,0.5597906261332419,1.0,3856.0,40
Uptown Triangle,2020-02-20,0.6845445364193447,1.0,1040.0,10
Westlake Ave N,2020-02-20,0.5106999601078922,1.0,2453.5,12
12th Avenue,2020-02-21,0.4454066744219055,1.0,468.0,7
Ballard,2020-02-21,0.5873597981222917,1.0,3402.0,28
Ballard Locks,2020-02-21,0.02944444444444444,0.08333333333333333,120.0,1
Belltown,2020-02-21,0.46060511922663555,1.0,11956.983606557376,132
Capitol Hill,2020-02-21,0.4605855275001488,1.0,3306.0,24
Cherry Hill,2020-02-21,0.14088860092149566,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-21,0.42578823172429153,1.0,2682.0,39
Columbia City,2020-02-21,0.5868133987925654,1.0,516.0,6
Commercial Core,2020-02-21,0.3842617118103276,1.0,5406.934426229508,79
Denny Triangle,2020-02-21,0.40677374000679123,1.0,3119.0163934426228,54
First Hill,2020-02-21,0.16319707197085154,1.0,6054.0,77
Fremont,2020-02-21,0.5516417073984476,1.0,541.0,6
Green Lake,2020-02-21,0.6560016237620404,1.0,810.0,13
Pike-Pine,2020-02-21,0.5539198441359798,1.0,5136.0327868852455,55
Pioneer Square,2020-02-21,0.45510818682836085,1.0,2252.5,39
Roosevelt,2020-02-21,0.48900930602319487,1.0,559.0,6
South Lake Union,2020-02-21,0.30426707045332335,1.0,10180.213114754099,127
University District,2020-02-21,0.48009758854325457,1.0,4932.131147540984,44
Uptown,2020-02-21,0.5480004943452101,1.0,3851.0,40
Uptown Triangle,2020-02-21,0.6081545420762812,1.0,1040.0,10
Westlake Ave N,2020-02-21,0.4101453536145308,1.0,2453.5,12
12th Avenue,2020-02-22,0.5473236602333241,1.0,468.0,7
Ballard,2020-02-22,0.6673895236098781,1.0,3402.0,28
Belltown,2020-02-22,0.4867909937393004,1.0,12054.0,133
Capitol Hill,2020-02-22,0.568960571694508,1.0,3304.0,24
Cherry Hill,2020-02-22,0.09130181567133322,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-22,0.5346902134077431,1.0,2676.0,39
Columbia City,2020-02-22,0.6707605184167684,1.0,516.0,6
Commercial Core,2020-02-22,0.4201820384278985,1.0,5754.0,78
Denny Triangle,2020-02-22,0.46631168051827043,1.0,3284.0,55
First Hill,2020-02-22,0.1712069040977379,1.0,6144.0,78
Fremont,2020-02-22,0.558023460857407,1.0,540.0,6
Green Lake,2020-02-22,0.7802099231786732,1.0,810.0,13
Pike-Pine,2020-02-22,0.6440265223921364,1.0,5159.0,55
Pioneer Square,2020-02-22,0.3926657671784413,1.0,2505.0,38
Roosevelt,2020-02-22,0.6447484100261878,1.0,558.0,6
South Lake Union,2020-02-22,0.27986537982292015,1.0,9911.0,124
University District,2020-02-22,0.40033371664151884,1.0,4945.0,44
Uptown,2020-02-22,0.6890505689107099,1.0,3888.0,40
Uptown Triangle,2020-02-22,0.5954071266802725,1.0,1040.0,10
12th Avenue,2020-02-24,0.4742222348341046,1.0,468.0,7
Ballard,2020-02-24,0.5487242994029806,1.0,3396.0,28
Belltown,2020-02-24,0.3964369957754849,1.0,11918.901639344262,131
Capitol Hill,2020-02-24,0.3598389166740016,1.0,3306.0,24
Cherry Hill,2020-02-24,0.16216625317502512,0.8888888888888888,516.0,4
Chinatown/ID,2020-02-24,0.37002802526782896,1.0,2646.0,38
Columbia City,2020-02-24,0.4503915965721521,1.0,516.0,6
Commercial Core,2020-02-24,0.34427623214090675,1.0,5089.049180327869,76
Denny Triangle,2020-02-24,0.3990034157245878,1.0,3091.9508196721313,53
First Hill,2020-02-24,0.1666011954909647,1.0,5916.0,76
Fremont,2020-02-24,0.4686847343832638,1.0,540.9672131147541,6
Green Lake,2020-02-24,0.5990590659340659,1.0,810.0,13
Pike-Pine,2020-02-24,0.4567912875800673,1.0,5115.0327868852455,55
Pioneer Square,2020-02-24,0.39035908613413745,1.0,2193.0,38
Roosevelt,2020-02-24,0.3454110549943883,1.0,559.0,6
South Lake Union,2020-02-24,0.28719656196978033,1.0,10005.95081967213,124
University District,2020-02-24,0.3934332003907034,1.0,4932.131147540984,44
Uptown,2020-02-24,0.4449716917793809,1.0,3842.0,40
Uptown Triangle,2020-02-24,0.5255950758486564,1.0,1040.0,10
Westlake Ave N,2020-02-24,0.4608408432780979,1.0,2453.5,12
12th Avenue,2020-02-25,0.4876008309306628,1.0,468.0,7
Ballard,2020-02-25,0.5381875762631999,1.0,3402.0,28
Ballard Locks,2020-02-25,0.03347222222222222,0.08333333333333333,120.0,1
Belltown,2020-02-25,0.4398751817394202,1.0,11961.11475409836,132
Capitol Hill,2020-02-25,0.4282658679468247,1.0,3306.0,24
Cherry Hill,2020-02-25,0.1803844364699628,0.8888888888888888,516.0,4
Chinatown/ID,2020-02-25,0.3475737418135713,1.0,2658.0,39
Columbia City,2020-02-25,0.4729166313367702,1.0,516.0,6
Commercial Core,2020-02-25,0.3483736936514732,1.0,5260.549180327869,77
Denny Triangle,2020-02-25,0.42499530255286516,1.0,3154.901639344262,54
First Hill,2020-02-25,0.1617398069064329,1.0,6132.0,78
Fremont,2020-02-25,0.5309135693418782,1.0,541.0,6
Green Lake,2020-02-25,0.5791603284832452,1.0,810.0,13
Pike-Pine,2020-02-25,0.5068699050043498,1.0,5097.0,55
Pioneer Square,2020-02-25,0.4262301402278347,1.0,2197.0,39
Roosevelt,2020-02-25,0.4167108585858586,1.0,559.0,6
South Lake Union,2020-02-25,0.3114111484428801,1.0,10012.11475409836,125
University District,2020-02-25,0.4534424365495964,1.0,4932.131147540984,44
Uptown,2020-02-25,0.4975096346583782,1.0,3853.0,41
Uptown Triangle,2020-02-25,0.5452084950594541,1.0,1040.0,10
Westlake Ave N,2020-02-25,0.4750987666463058,1.0,2453.5,12
12th Avenue,2020-02-26,0.4781559963729081,1.0,468.0,7
Ballard,2020-02-26,0.5703370256006737,1.0,3402.0,28
Ballard Locks,2020-02-26,0.041944444444444444,0.16666666666666666,120.0,1
Belltown,2020-02-26,0.4574089883243761,1.0,11906.532786885246,131
Capitol Hill,2020-02-26,0.42788544378834914,1.0,3306.0,24
Cherry Hill,2020-02-26,0.10839286505404927,1.0,516.0,4
Chinatown/ID,2020-02-26,0.370831383204435,1.0,2682.0,39
Columbia City,2020-02-26,0.4333635757246868,1.0,516.0,6
Commercial Core,2020-02-26,0.3649717286667189,1.0,5107.12439631296,76
Denny Triangle,2020-02-26,0.4224924366251318,1.0,3217.032786885246,55
First Hill,2020-02-26,0.18120951879869163,1.0,5976.0,76
Fremont,2020-02-26,0.543632201245559,1.0,540.9672131147541,6
Green Lake,2020-02-26,0.646349884683218,1.0,810.0,13
Pike-Pine,2020-02-26,0.49252695712157657,1.0,5118.0,55
Pioneer Square,2020-02-26,0.4416398167828144,1.0,2210.0,38
Roosevelt,2020-02-26,0.5089880284324729,1.0,559.0,6
South Lake Union,2020-02-26,0.3278991755156409,1.0,9931.95081967213,126
University District,2020-02-26,0.462065150054988,1.0,4932.213114754099,44
Uptown,2020-02-26,0.48578686625692563,1.0,3850.0,41
Uptown Triangle,2020-02-26,0.5219073891912767,1.0,1040.0,10
